<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
28.10.2020,19:04:00,111620,115051,108066,110858,58
28.10.2020,19:05:00,112068,115003,107930,109299,38
28.10.2020,19:06:00,112563,114807,108103,114075,8
28.10.2020,19:07:00,115042,115290,107924,114428,44
28.10.2020,19:08:00,108084,115139,108084,110604,71
28.10.2020,19:09:00,107960,115029,107960,110162,76
28.10.2020,19:10:00,108869,115276,108028,114739,21
28.10.2020,19:11:00,109306,115265,108347,111598,54
28.10.2020,19:12:00,108366,115196,108088,113298,16
28.10.2020,19:13:00,111138,114978,107990,113565,75
28.10.2020,19:16:00,114062,115168,107910,110152,29
28.10.2020,19:17:00,113571,115210,108025,110694,25
28.10.2020,19:18:00,108799,115268,107962,110381,82
28.10.2020,19:19:00,109270,114880,107980,110455,74
28.10.2020,19:20:00,109819,115276,108123,109816,73
28.10.2020,19:21:00,111604,114903,107983,110388,36
28.10.2020,19:22:00,114788,115279,107925,107948,59
28.10.2020,19:23:00,109859,115080,108058,110579,94
28.10.2020,19:24:00,111223,115092,107935,114940,93
28.10.2020,19:25:00,108957,115279,107997,109015,50
28.10.2020,19:26:00,110958,114916,107964,109351,6
28.10.2020,19:27:00,109948,115223,108002,112931,55
28.10.2020,19:28:00,114106,115198,107958,108488,49
28.10.2020,19:29:00,110119,115175,108290,111803,49
28.10.2020,19:30:00,115070,115138,108042,109121,90
28.10.2020,19:31:00,110289,115134,107975,111818,5
28.10.2020,19:32:00,111041,115254,107929,109274,23
28.10.2020,19:33:00,108252,115192,108009,111074,52
28.10.2020,19:34:00,111861,115166,108187,112668,59
28.10.2020,19:35:00,108610,115232,108226,112741,66
28.10.2020,19:36:00,109735,115082,107929,112079,57
28.10.2020,19:37:00,109360,115276,107914,107914,35
28.10.2020,19:38:00,113797,115150,107960,114250,82
28.10.2020,19:39:00,110365,114961,108059,111015,24
28.10.2020,19:40:00,108746,115272,108262,111347,34
28.10.2020,19:41:00,111727,115258,108155,114845,37
28.10.2020,19:42:00,108624,115263,107929,110653,47
28.10.2020,19:43:00,115168,115168,107941,112632,2
28.10.2020,19:44:00,113496,115281,107911,113518,68
28.10.2020,19:45:00,110351,115093,108224,111563,74
28.10.2020,19:46:00,109373,115238,107995,113777,62
28.10.2020,19:47:00,111870,115139,108020,113284,85
28.10.2020,19:48:00,114725,115090,107988,113472,13
28.10.2020,19:49:00,110192,115143,107903,112094,56
28.10.2020,19:50:00,109220,115088,108337,114452,23
28.10.2020,19:51:00,110252,115208,107994,115118,68
28.10.2020,19:52:00,113070,115243,107960,111961,74
28.10.2020,19:53:00,115135,115135,108018,114380,84
28.10.2020,19:54:00,111643,114980,107960,109792,10
28.10.2020,19:55:00,113028,114794,108172,113324,54
28.10.2020,19:56:00,111826,115257,108249,115137,61
28.10.2020,19:57:00,111397,115291,108002,109479,34
28.10.2020,19:58:00,113095,114864,107962,109632,5
28.10.2020,19:59:00,115003,115172,107975,108214,21
28.10.2020,20:00:00,109383,115258,107969,108210,92
29.10.2020,10:00:00,108920,114956,107934,109259,14
29.10.2020,10:01:00,113994,115289,108514,113612,88
29.10.2020,10:02:00,110947,114953,108653,111492,28
29.10.2020,10:03:00,114271,115273,107904,115041,26
29.10.2020,10:04:00,108277,115256,107932,108376,59
29.10.2020,10:05:00,112333,115079,107921,113080,49
29.10.2020,10:06:00,110933,115271,107976,113516,65
29.10.2020,10:07:00,110566,115194,108070,111836,27
29.10.2020,10:08:00,111776,114845,107956,112183,77
29.10.2020,10:09:00,108843,115228,107961,113647,2
29.10.2020,10:10:00,112597,115226,108325,113797,17
29.10.2020,10:11:00,110889,115266,107988,114378,59
29.10.2020,10:12:00,114131,115079,108118,111775,42
29.10.2020,10:13:00,112143,114719,107919,114067,6
29.10.2020,10:14:00,111148,115251,108065,112378,86
29.10.2020,10:15:00,114490,115099,108020,109404,13
29.10.2020,10:17:00,115055,115180,108037,110849,38
29.10.2020,10:18:00,115198,115286,107977,110152,80
29.10.2020,10:19:00,111327,115284,107993,110933,68
29.10.2020,10:20:00,108598,115259,108245,113234,11
29.10.2020,10:21:00,114674,115234,108024,108816,97
29.10.2020,10:23:00,108216,115217,108057,110959,85
29.10.2020,10:24:00,114686,115298,108087,111762,21
29.10.2020,10:25:00,108507,115105,108204,112153,26
29.10.2020,10:26:00,108555,114905,108081,113244,53
29.10.2020,10:27:00,111206,114826,108070,108868,11
29.10.2020,10:28:00,114476,114984,107938,112508,47
29.10.2020,10:29:00,108028,115217,107933,113968,88
29.10.2020,10:30:00,112771,115284,108039,110710,92
29.10.2020,10:31:00,108240,115294,107940,113699,92
29.10.2020,10:32:00,111031,115121,108244,113362,79
29.10.2020,10:33:00,115211,115211,108056,109116,62
29.10.2020,10:34:00,110642,115248,107944,114925,17
29.10.2020,10:35:00,110920,115020,108099,108099,28
29.10.2020,10:36:00,113443,115282,108280,109846,82
29.10.2020,10:37:00,114143,115297,107923,108922,88
29.10.2020,10:38:00,111131,115273,108038,108782,82
29.10.2020,10:39:00,108898,115119,107932,110250,88
29.10.2020,10:40:00,115021,115043,107920,110990,32
29.10.2020,10:41:00,108832,115002,107937,108119,2
29.10.2020,10:42:00,109234,114838,107925,113416,16
29.10.2020,10:43:00,109841,115256,107947,113508,94
29.10.2020,10:44:00,108031,115240,108031,111339,15
29.10.2020,10:45:00,114866,115277,107954,110779,37
29.10.2020,10:46:00,110543,115179,107906,115133,32
29.10.2020,10:47:00,114653,115241,107912,109103,32
29.10.2020,10:48:00,110733,115287,108290,113026,80
29.10.2020,10:49:00,111890,115198,108045,109581,93
29.10.2020,10:50:00,110027,115252,107934,109887,66
29.10.2020,10:51:00,109477,115241,107974,113145,47
29.10.2020,10:52:00,113684,115154,107923,111057,21
29.10.2020,10:53:00,111654,115169,108025,109448,27
29.10.2020,10:54:00,113008,115288,107900,111901,23
29.10.2020,10:55:00,111305,115270,108007,113584,94
29.10.2020,10:56:00,108090,114864,107905,112385,56
29.10.2020,10:57:00,111183,115198,107947,109090,19
29.10.2020,10:58:00,113037,115116,107918,110311,41
29.10.2020,10:59:00,108974,114955,107945,109806,85
29.10.2020,11:00:00,108765,115288,107962,111816,65
29.10.2020,11:01:00,111277,115206,108053,111100,24
29.10.2020,11:02:00,115143,115225,107967,109610,5
29.10.2020,11:03:00,108819,115257,108296,108594,27
29.10.2020,11:04:00,111211,115254,107905,114748,88
29.10.2020,11:05:00,109378,115218,108168,108357,28
29.10.2020,11:06:00,113669,115007,108023,111924,49
29.10.2020,11:07:00,108879,114969,108131,110950,78
29.10.2020,11:08:00,111396,114965,107902,114391,2
29.10.2020,11:09:00,110237,115286,107900,112987,52
29.10.2020,11:10:00,114368,115135,107935,114473,55
29.10.2020,11:11:00,111391,115240,107906,107906,45
29.10.2020,11:12:00,114829,115233,107918,112799,6
29.10.2020,11:13:00,109390,115292,108087,115158,78
29.10.2020,11:14:00,112185,114977,107952,114977,92
29.10.2020,11:15:00,112358,115220,107978,111865,89
29.10.2020,11:16:00,115165,115274,107928,112755,85
29.10.2020,11:17:00,112470,115051,107908,110334,70
29.10.2020,11:18:00,113676,115282,107945,111666,94
29.10.2020,11:19:00,110510,115178,108084,111239,20
29.10.2020,11:20:00,114540,115130,107977,113038,92
29.10.2020,11:21:00,108007,115236,108007,108102,56
29.10.2020,11:22:00,113031,115114,108203,112634,76
29.10.2020,11:23:00,108003,115059,107910,109867,53
29.10.2020,11:24:00,114758,115241,107973,110592,11
29.10.2020,11:25:00,114042,115065,107955,109096,48
29.10.2020,11:26:00,115151,115191,107942,112889,84
29.10.2020,11:27:00,113000,115136,108180,108180,37
29.10.2020,11:28:00,109594,115069,107921,114123,18
29.10.2020,11:29:00,111065,114910,107954,108012,70
29.10.2020,11:30:00,113797,115037,107994,111229,9
29.10.2020,11:31:00,111368,115250,107984,109866,51
29.10.2020,11:32:00,111805,115294,108116,114072,10
29.10.2020,11:33:00,110104,115192,107999,108761,60
29.10.2020,11:34:00,111908,115206,107911,113414,51
29.10.2020,11:35:00,111150,115080,107933,110120,20
29.10.2020,11:36:00,110025,115250,107968,113628,1
29.10.2020,11:37:00,113045,115157,107968,112728,81
29.10.2020,11:38:00,109468,115206,108002,113494,92
29.10.2020,11:39:00,112562,115203,107988,109631,20
29.10.2020,11:40:00,112315,115150,108025,114383,14
29.10.2020,11:41:00,112622,115294,107945,109459,76
29.10.2020,11:42:00,108587,115222,107923,112359,20
29.10.2020,11:43:00,114391,115225,107987,110744,33
29.10.2020,11:44:00,113559,115266,107914,112503,86
29.10.2020,11:45:00,115281,115291,107971,112208,90
29.10.2020,11:46:00,115136,115136,108087,115053,26
29.10.2020,11:47:00,109179,114825,107974,114220,51
29.10.2020,11:48:00,111591,115203,108208,112157,44
29.10.2020,11:49:00,108490,115293,107917,108798,49
29.10.2020,11:50:00,113043,115267,108146,112902,39
29.10.2020,11:51:00,112218,115212,107925,109376,47
29.10.2020,11:52:00,113004,114852,107988,109161,32
29.10.2020,11:53:00,108345,115286,107989,111286,65
29.10.2020,11:54:00,112729,115065,108143,114663,31
29.10.2020,11:55:00,111707,115253,107919,108054,25
29.10.2020,11:56:00,110074,115207,108229,109816,64
29.10.2020,11:57:00,113082,115129,107964,111722,79
29.10.2020,11:58:00,113602,115196,107939,114598,48
29.10.2020,11:59:00,114927,115153,107923,111171,97
29.10.2020,12:00:00,110221,115270,107931,110301,10
29.10.2020,12:01:00,112695,115160,108015,114996,53
29.10.2020,12:02:00,108860,115229,107911,108261,40
29.10.2020,12:03:00,111136,114970,107980,114778,23
29.10.2020,12:04:00,110617,115272,107912,111045,82
29.10.2020,12:05:00,112568,115066,107927,110610,91
29.10.2020,12:06:00,113370,115226,107923,110960,70
29.10.2020,12:07:00,115293,115293,108008,109762,38
29.10.2020,12:08:00,112463,115288,107980,113836,95
29.10.2020,12:09:00,113910,115290,108014,112303,92
29.10.2020,12:10:00,110934,115282,107988,109940,64
29.10.2020,12:11:00,112363,115243,108267,108551,63
29.10.2020,12:12:00,109634,115212,107911,111390,88
29.10.2020,12:13:00,111020,115289,107940,112829,7
29.10.2020,12:14:00,114932,115031,108090,114907,60
29.10.2020,12:15:00,114709,115247,108346,111060,2
29.10.2020,12:16:00,108133,115296,107936,114308,72
29.10.2020,12:17:00,108765,115296,108225,109156,90
29.10.2020,12:18:00,113586,115182,107925,114766,62
29.10.2020,12:19:00,113471,115229,108288,113913,7
29.10.2020,12:20:00,113282,115289,107976,113383,19
29.10.2020,12:21:00,110418,115119,107917,114904,66
29.10.2020,12:22:00,113012,115297,107991,109382,25
29.10.2020,12:23:00,108811,115000,107995,112020,86
29.10.2020,12:24:00,112509,115266,107906,113574,49
29.10.2020,12:25:00,110603,115050,108045,113756,70
29.10.2020,12:26:00,114896,114896,108062,108609,94
29.10.2020,12:27:00,109005,115141,108008,110106,95
29.10.2020,12:28:00,110448,115244,108004,114782,22
29.10.2020,12:29:00,115240,115252,108204,112544,25
29.10.2020,12:30:00,110978,115260,107905,109079,96
29.10.2020,12:31:00,113835,115194,107923,108327,61
29.10.2020,12:32:00,112762,115032,108320,112591,71
29.10.2020,12:33:00,110124,115068,107914,112285,57
29.10.2020,12:34:00,111350,115164,107929,111577,90
29.10.2020,12:35:00,111110,115272,107911,108365,14
29.10.2020,12:36:00,109695,115234,107948,113957,7
29.10.2020,12:37:00,107963,115214,107963,112780,6
29.10.2020,12:38:00,108926,115197,108065,108558,97
29.10.2020,12:39:00,114211,115150,108129,111391,65
29.10.2020,12:40:00,109627,115090,107923,108970,33
29.10.2020,12:41:00,111069,115234,107952,114474,57
29.10.2020,12:42:00,108514,115291,107942,112036,41
29.10.2020,12:43:00,113095,115299,108185,110462,47
29.10.2020,12:44:00,112435,115105,108253,112227,50
29.10.2020,12:45:00,111154,115290,108505,112786,7
29.10.2020,12:46:00,109517,115051,108061,109734,6
29.10.2020,12:47:00,110985,115283,108106,115283,22
29.10.2020,12:48:00,109090,115188,107954,109367,47
29.10.2020,12:49:00,113159,115182,107982,108041,30
29.10.2020,12:50:00,112516,115206,108087,113399,6
29.10.2020,12:51:00,112130,115274,108172,113652,69
29.10.2020,12:52:00,111197,115274,107974,114895,42
29.10.2020,12:53:00,114463,115279,108197,115161,21
29.10.2020,12:54:00,108783,115206,107910,113987,29
29.10.2020,12:55:00,110390,114983,107904,107904,95
29.10.2020,12:56:00,114860,115193,108064,111613,59
29.10.2020,12:57:00,114055,115286,107908,110262,14
29.10.2020,12:58:00,114583,115292,107972,111944,97
29.10.2020,12:59:00,113700,115092,107995,112729,51
29.10.2020,13:00:00,111828,115296,108138,114505,53
29.10.2020,13:01:00,108512,115271,108046,115271,51
29.10.2020,13:02:00,109508,115224,108034,114544,77
29.10.2020,13:03:00,108539,115022,108207,109796,68
29.10.2020,13:04:00,109402,115204,108408,112500,11
29.10.2020,13:05:00,113421,115223,107978,112755,47
29.10.2020,13:06:00,111817,115297,108118,114261,3
29.10.2020,13:07:00,108400,115234,108014,114772,5
29.10.2020,13:08:00,112366,115287,107941,113825,76
29.10.2020,13:09:00,113305,114707,107926,108768,69
29.10.2020,13:10:00,113390,114976,107918,108646,96
29.10.2020,13:11:00,111431,115067,107991,109272,46
29.10.2020,13:12:00,111042,115269,108145,113107,90
29.10.2020,13:13:00,115126,115248,107999,110841,36
29.10.2020,13:14:00,113124,115244,108121,111321,63
29.10.2020,13:15:00,109649,115271,107922,111601,47
29.10.2020,13:16:00,109112,115013,108233,112640,51
29.10.2020,13:17:00,110375,115277,107996,115183,51
29.10.2020,13:18:00,111390,115245,108134,111380,8
29.10.2020,13:19:00,113568,115266,108051,110760,87
29.10.2020,13:20:00,111241,115271,108088,111846,35
29.10.2020,13:21:00,112433,115281,107926,113000,5
29.10.2020,13:22:00,109254,114871,108189,114239,74
29.10.2020,13:23:00,112157,115185,107932,114018,44
29.10.2020,13:24:00,110640,115270,108169,110279,92
29.10.2020,13:25:00,114628,115221,108074,111848,69
29.10.2020,13:26:00,111557,115253,108147,114895,23
29.10.2020,13:27:00,111364,115089,108034,108589,75
29.10.2020,13:28:00,108639,115227,108218,110018,16
29.10.2020,13:29:00,112059,115294,108014,109948,47
29.10.2020,13:30:00,110983,114908,108079,113756,35
29.10.2020,13:31:00,111497,115223,107938,111453,25
29.10.2020,13:32:00,108731,115196,108065,115122,46
29.10.2020,13:33:00,110510,115018,107942,110090,25
29.10.2020,13:34:00,111498,115263,107971,110465,94
29.10.2020,13:35:00,113943,115219,107922,108124,89
29.10.2020,13:36:00,108327,115244,107938,112497,3
29.10.2020,13:37:00,109840,115229,108231,112192,57
29.10.2020,13:38:00,108424,115267,108334,112308,52
29.10.2020,13:39:00,108661,115265,107908,114060,19
29.10.2020,13:40:00,108025,115273,107930,112020,64
29.10.2020,13:41:00,111264,115252,107937,111632,4
29.10.2020,13:42:00,108420,115287,108013,111005,46
29.10.2020,13:43:00,110996,115294,108055,108385,41
29.10.2020,13:44:00,111053,115285,108068,111737,3
29.10.2020,13:45:00,111819,115185,107902,113202,48
29.10.2020,13:46:00,108830,115219,108132,110064,56
29.10.2020,13:47:00,111255,115099,107903,113110,46
29.10.2020,13:48:00,110062,115265,107949,111129,32
29.10.2020,13:49:00,111323,115237,107979,109474,11
29.10.2020,13:50:00,111689,115285,108140,114304,67
29.10.2020,13:51:00,114935,115253,107989,114526,69
29.10.2020,13:52:00,108730,115213,108054,109679,86
29.10.2020,13:53:00,110948,115299,107961,110363,52
29.10.2020,13:54:00,109156,115265,107977,112702,80
29.10.2020,13:55:00,108212,115277,108212,114981,23
29.10.2020,13:56:00,112552,115293,107998,111345,11
29.10.2020,13:57:00,112292,115128,108230,110867,71
29.10.2020,13:58:00,110515,114713,107948,112735,84
29.10.2020,13:59:00,114433,115285,107958,113871,73
29.10.2020,14:00:00,111808,115011,107916,109346,92
29.10.2020,14:01:00,109075,115117,108143,111847,95
29.10.2020,14:02:00,111281,115232,108048,110525,27
29.10.2020,14:03:00,111255,115077,107927,111582,57
29.10.2020,14:04:00,114773,115185,107989,112756,53
29.10.2020,14:05:00,113753,115252,108001,114178,24
29.10.2020,14:06:00,111533,115096,108008,112577,37
29.10.2020,14:07:00,111477,115047,108018,108959,95
29.10.2020,14:08:00,108570,115166,107921,113598,36
29.10.2020,14:09:00,113890,115296,108174,114082,50
29.10.2020,14:10:00,114754,114920,107941,110783,45
29.10.2020,14:11:00,110953,115286,107926,108141,19
29.10.2020,14:12:00,115111,115281,108087,112360,39
29.10.2020,14:13:00,114981,115296,107904,115066,34
29.10.2020,14:14:00,108164,114979,107946,113493,4
29.10.2020,14:15:00,109692,115260,107957,115159,23
29.10.2020,14:16:00,110268,115184,108124,110458,68
29.10.2020,14:17:00,110053,115269,107910,109407,81
29.10.2020,14:18:00,108856,115272,108103,109408,27
29.10.2020,14:19:00,110859,115288,108231,110000,37
29.10.2020,14:20:00,114547,115239,107912,109064,3
29.10.2020,14:21:00,110005,115189,108022,113827,60
29.10.2020,14:22:00,112073,115216,108220,114779,11
29.10.2020,14:23:00,110440,115179,107913,110572,14
29.10.2020,14:24:00,108997,115203,107909,112907,60
29.10.2020,14:25:00,113080,115283,107905,112896,80
29.10.2020,14:26:00,108083,115190,107992,111213,54
29.10.2020,14:27:00,111567,115048,108080,109106,8
29.10.2020,14:28:00,111181,115152,108174,114863,8
29.10.2020,14:29:00,108606,115177,107956,115069,71
29.10.2020,14:30:00,110252,115195,107994,113054,61
29.10.2020,14:31:00,111060,115122,108658,113614,3
29.10.2020,14:32:00,114573,114971,107939,114052,35
29.10.2020,14:33:00,114754,115283,107962,111546,46
29.10.2020,14:34:00,108784,115252,108109,111844,62
29.10.2020,14:35:00,110402,115292,107978,113162,85
29.10.2020,14:36:00,114283,115237,107923,113660,81
29.10.2020,14:37:00,112907,115164,108016,114108,8
29.10.2020,14:38:00,111348,115186,108478,111447,16
29.10.2020,14:39:00,109337,115134,107948,109099,18
29.10.2020,14:40:00,110573,115284,107998,111968,21
29.10.2020,14:41:00,108370,115282,107944,115149,60
29.10.2020,14:42:00,112760,115279,108073,110013,96
29.10.2020,14:43:00,111284,115098,108322,109493,83
29.10.2020,14:44:00,108436,115249,107992,115152,14
29.10.2020,14:45:00,114345,115252,108032,114692,93
29.10.2020,14:46:00,112577,114977,107947,114977,22
29.10.2020,14:47:00,110290,114873,107990,113810,12
29.10.2020,14:48:00,113080,115239,107926,114675,62
29.10.2020,14:49:00,109105,115214,107928,114860,54
29.10.2020,14:50:00,114846,115150,107905,109455,29
29.10.2020,14:51:00,109358,114436,108065,113984,91
29.10.2020,14:52:00,112275,115032,108018,108206,10
29.10.2020,14:53:00,111519,115260,108052,112299,64
29.10.2020,14:54:00,110817,114985,108001,110836,9
29.10.2020,14:55:00,108795,114855,107946,109119,21
29.10.2020,14:56:00,113126,115065,107951,110113,67
29.10.2020,14:57:00,114925,115171,107975,110441,57
29.10.2020,14:58:00,109646,115280,108018,112700,55
29.10.2020,14:59:00,110951,115074,107960,112790,26
29.10.2020,15:00:00,113119,115185,108005,108088,53
29.10.2020,15:01:00,111422,115235,108181,115235,87
29.10.2020,15:02:00,109180,115176,107941,115001,53
29.10.2020,15:03:00,108224,115068,107941,112208,52
29.10.2020,15:04:00,114729,115147,108037,111097,7
29.10.2020,15:05:00,114748,115225,107954,109330,98
29.10.2020,15:06:00,115026,115299,107937,110572,42
29.10.2020,15:07:00,112949,115237,107947,112483,87
29.10.2020,15:08:00,108944,115257,107911,111844,39
29.10.2020,15:09:00,108110,115248,108007,108815,59
29.10.2020,15:10:00,113766,115021,107901,107901,41
29.10.2020,15:11:00,111248,115283,108096,113852,75
29.10.2020,15:12:00,114917,115093,108021,110675,9
29.10.2020,15:13:00,108325,115246,108039,115203,94
29.10.2020,15:14:00,107915,115215,107914,115215,14
29.10.2020,15:15:00,110354,115287,107996,110398,64
29.10.2020,15:16:00,109640,115143,107900,109612,56
29.10.2020,15:17:00,112453,115154,107933,109032,1
29.10.2020,15:18:00,111461,115158,107905,107905,22
29.10.2020,15:19:00,109667,115197,107950,114925,70
29.10.2020,15:20:00,108414,115218,108170,115218,4
29.10.2020,15:21:00,114970,115281,108295,109638,73
29.10.2020,15:22:00,108969,115126,107989,109745,34
29.10.2020,15:23:00,111051,115013,107941,113050,48
29.10.2020,15:24:00,112357,115196,107925,111578,97
29.10.2020,15:25:00,109533,115239,108098,112565,45
29.10.2020,15:26:00,108451,115289,108013,113228,33
29.10.2020,15:27:00,108687,115298,107917,109923,84
29.10.2020,15:28:00,111639,115247,108104,114833,91
29.10.2020,15:29:00,108677,114920,108088,110478,46
29.10.2020,15:30:00,114406,115185,107937,113884,60
29.10.2020,15:32:00,108396,114957,108054,110317,88
29.10.2020,15:33:00,111770,115266,107927,112937,6
29.10.2020,15:34:00,111675,115288,108068,113965,5
29.10.2020,15:35:00,112655,115286,108017,111406,83
29.10.2020,15:36:00,110797,115254,108004,114658,75
29.10.2020,15:37:00,111524,115200,107912,114951,7
29.10.2020,15:38:00,110217,115288,108030,108108,28
29.10.2020,15:39:00,112040,115274,108060,114641,37
29.10.2020,15:40:00,114377,115175,108121,110819,3
29.10.2020,15:41:00,108105,115214,107993,110854,35
29.10.2020,15:42:00,110966,114956,108146,109012,20
29.10.2020,15:43:00,114317,115296,107912,109891,92
29.10.2020,15:44:00,114409,115257,107917,108606,97
29.10.2020,15:45:00,108280,115174,108026,114571,52
29.10.2020,15:46:00,111982,115299,107962,110431,25
29.10.2020,15:47:00,114339,115222,107900,111344,30
29.10.2020,15:48:00,109459,115157,107904,113522,44
29.10.2020,15:49:00,109477,115215,108117,113746,65
29.10.2020,15:50:00,110591,115135,108086,113042,83
29.10.2020,15:51:00,111088,115220,108121,111898,21
29.10.2020,15:52:00,110905,115196,108008,113821,34
29.10.2020,15:53:00,109693,115274,108141,109396,4
29.10.2020,15:54:00,114018,115256,107933,114964,15
29.10.2020,15:55:00,110465,115281,107956,108959,76
29.10.2020,15:56:00,112118,115251,108174,109159,8
29.10.2020,15:57:00,113585,115295,108206,114581,48
29.10.2020,15:58:00,112463,115243,107927,114472,41
29.10.2020,15:59:00,115062,115239,108020,114926,26
29.10.2020,16:00:00,108086,115009,107945,109828,47
29.10.2020,16:01:00,108746,115243,107902,114668,89
29.10.2020,16:02:00,112390,115124,107934,110872,93
29.10.2020,16:03:00,109909,115169,107968,112671,36
29.10.2020,16:04:00,114254,115293,108062,108185,96
29.10.2020,16:05:00,110768,114866,107920,110202,98
29.10.2020,16:06:00,114368,115240,108072,108750,75
29.10.2020,16:07:00,111309,114887,107983,111580,46
29.10.2020,16:08:00,110316,115022,108204,109056,54
29.10.2020,16:09:00,112110,115149,108335,111606,53
29.10.2020,16:10:00,114457,115208,107922,113285,37
29.10.2020,16:11:00,111717,115273,108142,110482,81
29.10.2020,16:12:00,113182,115026,107903,109552,78
29.10.2020,16:13:00,114016,115200,107940,110125,71
29.10.2020,16:14:00,113101,115215,108160,108160,85
29.10.2020,16:15:00,109747,115212,107927,113512,36
29.10.2020,16:16:00,114972,115292,107946,110370,92
29.10.2020,16:17:00,111223,115266,108067,114349,48
29.10.2020,16:18:00,114013,115294,107963,109722,40
29.10.2020,16:19:00,112351,115188,108113,109033,26
29.10.2020,16:20:00,112564,114998,107989,110948,21
29.10.2020,16:21:00,115152,115250,108070,111672,89
29.10.2020,16:22:00,111848,115256,107943,109132,32
29.10.2020,16:23:00,112818,115062,108002,111599,83
29.10.2020,16:24:00,111451,114945,107983,111206,35
29.10.2020,16:25:00,112370,115225,108015,111019,65
29.10.2020,16:26:00,113884,115167,107928,112198,6
29.10.2020,16:27:00,108787,115263,108037,110557,34
29.10.2020,16:28:00,108292,114986,107929,108226,37
29.10.2020,16:29:00,111660,115025,108458,112403,8
29.10.2020,16:30:00,112293,115224,108036,113777,98
29.10.2020,16:31:00,108020,115293,107931,109402,68
29.10.2020,16:32:00,109067,115221,108051,113678,74
29.10.2020,16:33:00,113400,115276,108005,109618,4
29.10.2020,16:34:00,112124,115215,107937,113003,31
29.10.2020,16:35:00,108292,114996,108007,108594,8
29.10.2020,16:36:00,115074,115258,107989,110227,47
29.10.2020,16:37:00,111199,115241,107935,108044,88
29.10.2020,16:38:00,113655,115237,107955,114087,40
29.10.2020,16:39:00,109600,115087,108291,109544,43
29.10.2020,16:40:00,114010,115274,107936,113397,34
29.10.2020,16:41:00,110974,115073,107927,113915,42
29.10.2020,16:42:00,112166,115265,107923,114130,72
29.10.2020,16:43:00,109896,115085,108026,109956,7
29.10.2020,16:44:00,108740,115286,107965,110097,78
29.10.2020,16:45:00,108025,115279,107963,113196,34
29.10.2020,16:46:00,110245,115154,108010,112950,28
29.10.2020,16:47:00,109606,115261,108027,109640,53
29.10.2020,16:49:00,113543,115287,107911,112035,44
29.10.2020,16:50:00,108326,115130,108231,108568,23
29.10.2020,16:51:00,108242,115259,107916,109540,14
29.10.2020,16:52:00,110476,115232,107918,109684,96
29.10.2020,16:53:00,110214,115243,107982,111025,14
29.10.2020,16:54:00,108510,115247,108510,111998,11
29.10.2020,16:55:00,111407,115147,108296,109398,14
29.10.2020,16:56:00,108856,115168,108162,108716,45
29.10.2020,16:57:00,113623,115246,107908,109898,49
29.10.2020,16:58:00,112280,115241,107911,111349,18
29.10.2020,16:59:00,115156,115261,108098,111768,55
29.10.2020,17:00:00,112823,115295,108131,113919,19
29.10.2020,17:01:00,111257,115161,108038,109825,93
29.10.2020,17:02:00,113218,115239,108032,113721,30
29.10.2020,17:03:00,113634,115031,107919,114895,81
29.10.2020,17:04:00,112140,115266,108025,109100,86
29.10.2020,17:05:00,111904,115268,108013,113458,1
29.10.2020,17:06:00,113200,115234,108021,110203,59
29.10.2020,17:07:00,114625,115171,107923,109467,27
29.10.2020,17:08:00,109129,114838,107903,114473,54
29.10.2020,17:09:00,109646,115225,108113,110157,75
29.10.2020,17:10:00,108907,115141,107906,112638,24
29.10.2020,17:11:00,110947,115235,108034,114416,16
29.10.2020,17:12:00,114649,115038,107908,110275,96
29.10.2020,17:13:00,113852,115134,108067,108334,41
29.10.2020,17:14:00,111667,115162,108016,110248,35
29.10.2020,17:15:00,113969,115118,108190,110790,9
29.10.2020,17:16:00,111755,115277,108146,114682,50
29.10.2020,17:17:00,113387,115268,108012,109235,89
29.10.2020,17:18:00,111082,115120,107934,110995,65
29.10.2020,17:19:00,112048,115264,107981,114458,34
29.10.2020,17:20:00,109502,115152,107904,114967,11
29.10.2020,17:21:00,114687,115219,108019,114643,28
29.10.2020,17:22:00,108773,115287,108267,111410,12
29.10.2020,17:23:00,114589,115245,108009,112887,13
29.10.2020,17:24:00,114466,115239,107986,108353,40
29.10.2020,17:25:00,110400,115270,107977,115270,4
29.10.2020,17:26:00,112056,115144,108003,114736,42
29.10.2020,17:27:00,108044,114941,108004,114347,12
29.10.2020,17:28:00,114057,115269,107923,112117,18
29.10.2020,17:29:00,114866,114866,107939,112512,51
29.10.2020,17:30:00,111478,115188,108002,111184,73
29.10.2020,17:31:00,110339,115173,107918,111280,91
29.10.2020,17:32:00,108966,115090,107908,114462,71
29.10.2020,17:33:00,113572,115287,108368,115287,53
29.10.2020,17:34:00,109365,115091,108030,108030,70
29.10.2020,17:35:00,110710,115273,108056,112710,33
29.10.2020,17:36:00,110040,115018,108038,111144,43
29.10.2020,17:37:00,115197,115270,108145,110074,22
29.10.2020,17:38:00,110786,115287,107992,110133,21
29.10.2020,17:39:00,109617,115299,107997,108706,82
29.10.2020,17:40:00,112461,114996,107992,110400,56
29.10.2020,17:41:00,110518,115229,107963,112975,6
29.10.2020,17:42:00,111708,115272,107942,108224,83
29.10.2020,17:43:00,113223,115050,108350,109279,28
29.10.2020,17:44:00,112574,115239,108203,110768,65
